name,LAUR,example,environment,argements,data,statistics
LA-UR-25-29606-electrostatic_dataset_1k,https://oceans11.lanl.gov/heatEquations/heatEquations/LA-UR-25-29604.pdf,https://oceans11.lanl.gov/electrostaticEquations/LA-UR-25-29606-electrostatic_dataset_1k/record_0.png,https://oceans11.lanl.gov/electrostaticEquations/LA-UR-25-29606-electrostatic_dataset_1k/environment.yaml,https://oceans11.lanl.gov/electrostaticEquations/LA-UR-25-29606-electrostatic_dataset_1k/data/arguments_electrostatic_poisson_32x32_1-1000.json,https://oceans11.lanl.gov/electrostaticEquations/LA-UR-25-29606-electrostatic_dataset_1k/data/electrostatic_poisson_32x32_1-1000.hdf5,https://oceans11.lanl.gov/electrostaticEquations/LA-UR-25-29606-electrostatic_dataset_1k/data/global_statistics_hdf5_electrostatic_poisson_32x32_1-1000.json
