wind_speed,wdir,smois,fuels,ignition,safe_unsafe_ignition_pattern,safe_unsafe_fire_behavior,does_fire_meet_objectives,rationale_if_unsafe,burned_area,FILE
3,180,0.2,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,141703,https://wifire-data.sdsc.edu/data//burnpro3d/d/54/52/run_54525164-50d3-47ca-8d10-3aa4e7fd454a/png/run_54525164-50d3-47ca-8d10-3aa4e7fd454a_fuels-dens_2100_000.png
8,180,0.2,ST5_FF_DUET,ST5_ignite_strip.dat,safe,other,yes,,157380,https://wifire-data.sdsc.edu/data//burnpro3d/d/4f/9f/run_4f9f2349-1c9d-4817-bed4-4d16fb97e5f6/png/run_4f9f2349-1c9d-4817-bed4-4d16fb97e5f6_fuels-dens_2100_000.png
12,195,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,unsafe,yes,,159995,https://wifire-data.sdsc.edu/data//burnpro3d/d/ee/95/run_ee95fb3a-954c-4f13-afed-fef314da1180/png/run_ee95fb3a-954c-4f13-afed-fef314da1180_fuels-dens_2100_000.png
8,225,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,unsafe,yes,,160137,https://wifire-data.sdsc.edu/data//burnpro3d/d/55/2b/run_552b0771-e373-4102-bdc7-21de3e8232e9/png/run_552b0771-e373-4102-bdc7-21de3e8232e9_fuels-dens_2100_000.png
8,180,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,129414,https://wifire-data.sdsc.edu/data//burnpro3d/d/eb/07/run_eb072e3c-bc0c-4eab-94a6-5faa3d0fd841/png/run_eb072e3c-bc0c-4eab-94a6-5faa3d0fd841_fuels-dens_2100_000.png
2,255,0.2,ST5_FF_DUET,ST5_ignite_ring.dat,safe,safe,yes,,42026,https://wifire-data.sdsc.edu/data//burnpro3d/d/3c/e5/run_3ce5f2c7-75a1-404d-8d1c-93f99e847478/png/run_3ce5f2c7-75a1-404d-8d1c-93f99e847478_fuels-dens_2100_000.png
8,240,0.2,ST5_FF_DUET,ST5_ignite_strip.dat,safe,unsafe,yes,,137059,https://wifire-data.sdsc.edu/data//burnpro3d/d/0b/03/run_0b030870-324f-4db0-9792-728543acaff5/png/run_0b030870-324f-4db0-9792-728543acaff5_fuels-dens_2100_000.png
2,255,0.2,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,136358,https://wifire-data.sdsc.edu/data//burnpro3d/d/28/89/run_2889855b-1b35-457d-8417-f9d101de3503/png/run_2889855b-1b35-457d-8417-f9d101de3503_fuels-dens_2100_000.png
8,195,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,151524,https://wifire-data.sdsc.edu/data//burnpro3d/d/e8/6d/run_e86dcc79-35d8-4d9d-b49e-e4e4bc1e9b17/png/run_e86dcc79-35d8-4d9d-b49e-e4e4bc1e9b17_fuels-dens_2100_000.png
5,255,0.2,ST5_FFDUET_TLS,ST5_ignite_strip.dat,safe,safe,yes,,146313,https://wifire-data.sdsc.edu/data//burnpro3d/d/25/a6/run_25a67b21-236e-4434-8126-ed83e1ce4291/png/run_25a67b21-236e-4434-8126-ed83e1ce4291_fuels-dens_2100_000.png
8,225,0.2,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,unsafe,yes,,152529,https://wifire-data.sdsc.edu/data//burnpro3d/d/47/58/run_475827f3-9e03-4976-92be-7b79fae2012b/png/run_475827f3-9e03-4976-92be-7b79fae2012b_fuels-dens_2100_000.png
8,195,0.2,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,unsafe,yes,,108569,https://wifire-data.sdsc.edu/data//burnpro3d/d/e7/6a/run_e76a47f1-4992-4084-b17a-624f6a55fc8e/png/run_e76a47f1-4992-4084-b17a-624f6a55fc8e_fuels-dens_2100_000.png
8,225,0.2,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,unsafe,yes,,155468,https://wifire-data.sdsc.edu/data//burnpro3d/d/d2/a9/run_d2a908cc-8581-4b6d-a9d4-cb1e9d44daa9/png/run_d2a908cc-8581-4b6d-a9d4-cb1e9d44daa9_fuels-dens_2100_000.png
2,180,0.2,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,134132,https://wifire-data.sdsc.edu/data//burnpro3d/d/82/09/run_82091b9d-aa4e-4bd1-886b-7d3336481a1a/png/run_82091b9d-aa4e-4bd1-886b-7d3336481a1a_fuels-dens_2100_000.png
2,180,0.2,ST5_FFDUET_Over10m,ST5_ignite_ring.dat,safe,safe,yes,,141322,https://wifire-data.sdsc.edu/data//burnpro3d/d/31/60/run_3160b0d4-d304-47e8-b3a8-a3af5a0c7202/png/run_3160b0d4-d304-47e8-b3a8-a3af5a0c7202_fuels-dens_2100_000.png
3,180,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,177045,https://wifire-data.sdsc.edu/data//burnpro3d/d/64/d9/run_64d9265f-eae8-4cc0-b8bf-044aa6568712/png/run_64d9265f-eae8-4cc0-b8bf-044aa6568712_fuels-dens_2100_000.png
3,195,0.2,ST5_FF_DUET,ST5_ignite_ring.dat,safe,safe,yes,,147014,https://wifire-data.sdsc.edu/data//burnpro3d/d/3c/4a/run_3c4aeddf-0058-4045-b437-445e60964bbd/png/run_3c4aeddf-0058-4045-b437-445e60964bbd_fuels-dens_2100_000.png
2,195,0.2,ST5_FFDUET_Over10m,ST5_ignite_ring.dat,safe,safe,yes,,163290,https://wifire-data.sdsc.edu/data//burnpro3d/d/36/7b/run_367becf7-a351-4be5-8e3a-563e46566e80/png/run_367becf7-a351-4be5-8e3a-563e46566e80_fuels-dens_2100_000.png
5,195,0.2,ST5_FF_DUET,ST5_ignite_ring.dat,safe,other,yes,,156231,https://wifire-data.sdsc.edu/data//burnpro3d/d/09/39/run_0939b302-f698-4a3b-8f50-611ee9f4c541/png/run_0939b302-f698-4a3b-8f50-611ee9f4c541_fuels-dens_2100_000.png
5,195,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,98354,https://wifire-data.sdsc.edu/data//burnpro3d/d/6f/2e/run_6f2eda50-d18e-4658-bb4e-0159b4d1fdc0/png/run_6f2eda50-d18e-4658-bb4e-0159b4d1fdc0_fuels-dens_2100_000.png
3,225,0.2,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,98453,https://wifire-data.sdsc.edu/data//burnpro3d/d/41/3c/run_413c5ea6-68d1-45a4-84dc-5fbdbadde4c6/png/run_413c5ea6-68d1-45a4-84dc-5fbdbadde4c6_fuels-dens_2100_000.png
3,225,0.2,ST5_FFDUET_Over10m,ST5_ignite_ring.dat,safe,safe,yes,,148796,https://wifire-data.sdsc.edu/data//burnpro3d/d/d5/d2/run_d5d243f8-6e09-4305-981e-469fa16ed044/png/run_d5d243f8-6e09-4305-981e-469fa16ed044_fuels-dens_2100_000.png
3,225,0.2,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,safe,yes,,63095,https://wifire-data.sdsc.edu/data//burnpro3d/d/45/b6/run_45b64640-c36e-417e-892d-cb4d82ec6bb7/png/run_45b64640-c36e-417e-892d-cb4d82ec6bb7_fuels-dens_2100_000.png
5,240,0.2,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,137170,https://wifire-data.sdsc.edu/data//burnpro3d/d/78/6b/run_786be0ce-9be7-4891-8b01-2c0d7361e127/png/run_786be0ce-9be7-4891-8b01-2c0d7361e127_fuels-dens_2100_000.png
3,225,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,117377,https://wifire-data.sdsc.edu/data//burnpro3d/d/ed/5c/run_ed5c8f83-da6f-4e28-8330-8e7f4b011eac/png/run_ed5c8f83-da6f-4e28-8330-8e7f4b011eac_fuels-dens_2100_000.png
3,225,0.2,ST5_FF_DUET,ST5_ignite_ring.dat,safe,safe,yes,,145117,https://wifire-data.sdsc.edu/data//burnpro3d/d/1e/be/run_1ebedcad-46ea-46d5-9cd8-6dea4be2e718/png/run_1ebedcad-46ea-46d5-9cd8-6dea4be2e718_fuels-dens_2100_000.png
3,225,0.2,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,105882,https://wifire-data.sdsc.edu/data//burnpro3d/d/86/23/run_8623f484-60a3-4b8d-85f2-1d003a30f48a/png/run_8623f484-60a3-4b8d-85f2-1d003a30f48a_fuels-dens_2100_000.png
5,180,0.2,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,177169,https://wifire-data.sdsc.edu/data//burnpro3d/d/6c/2e/run_6c2ebbd4-7371-4a8e-a57c-dd29dc9ce56e/png/run_6c2ebbd4-7371-4a8e-a57c-dd29dc9ce56e_fuels-dens_2100_000.png
3,240,0.2,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,112383,https://wifire-data.sdsc.edu/data//burnpro3d/d/7e/b4/run_7eb4c666-99f5-412d-809b-995a6a1a8383/png/run_7eb4c666-99f5-412d-809b-995a6a1a8383_fuels-dens_2100_000.png
3,240,0.2,ST5_FFDUET_Over10m,ST5_ignite_ring.dat,safe,safe,yes,,181744,https://wifire-data.sdsc.edu/data//burnpro3d/d/cd/69/run_cd697629-00a5-41e6-a7c1-689584a39e12/png/run_cd697629-00a5-41e6-a7c1-689584a39e12_fuels-dens_2100_000.png
3,240,0.2,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,safe,yes,,95605,https://wifire-data.sdsc.edu/data//burnpro3d/d/68/68/run_68682549-f77f-4f4c-9259-7281aa963f4b/png/run_68682549-f77f-4f4c-9259-7281aa963f4b_fuels-dens_2100_000.png
5,180,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,73731,https://wifire-data.sdsc.edu/data//burnpro3d/d/f4/7b/run_f47b0f4d-aa61-4f11-b1cf-d2cc4a494bdd/png/run_f47b0f4d-aa61-4f11-b1cf-d2cc4a494bdd_fuels-dens_2100_000.png
5,225,0.2,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,other,yes,,154885,https://wifire-data.sdsc.edu/data//burnpro3d/d/d4/b9/run_d4b9f9a6-a5ca-46e7-80fe-1e73471af009/png/run_d4b9f9a6-a5ca-46e7-80fe-1e73471af009_fuels-dens_2100_000.png
3,255,0.2,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,123004,https://wifire-data.sdsc.edu/data//burnpro3d/d/dd/02/run_dd020b41-cbfc-4e34-bebb-3d2e3ac00680/png/run_dd020b41-cbfc-4e34-bebb-3d2e3ac00680_fuels-dens_2100_000.png
5,195,0.2,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,127210,https://wifire-data.sdsc.edu/data//burnpro3d/d/47/db/run_47dbbf22-7689-4e58-bf38-cd3a75aa4299/png/run_47dbbf22-7689-4e58-bf38-cd3a75aa4299_fuels-dens_2100_000.png
3,240,0.2,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,40425,https://wifire-data.sdsc.edu/data//burnpro3d/d/b3/b2/run_b3b2c71d-1517-46c0-818c-1c6019f43091/png/run_b3b2c71d-1517-46c0-818c-1c6019f43091_fuels-dens_2100_000.png
3,240,0.2,ST5_FF_DUET,ST5_ignite_ring.dat,safe,safe,yes,,107817,https://wifire-data.sdsc.edu/data//burnpro3d/d/ae/13/run_ae13cc80-1dc2-43fe-b35f-20b71aa2fbce/png/run_ae13cc80-1dc2-43fe-b35f-20b71aa2fbce_fuels-dens_2100_000.png
3,240,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,116716,https://wifire-data.sdsc.edu/data//burnpro3d/d/cd/85/run_cd858d9c-ee63-410f-a382-0114f52b49e9/png/run_cd858d9c-ee63-410f-a382-0114f52b49e9_fuels-dens_2100_000.png
5,180,0.2,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,safe,yes,,147788,https://wifire-data.sdsc.edu/data//burnpro3d/d/d8/ce/run_d8cebc83-4c30-411a-ae91-4c0639fadee6/png/run_d8cebc83-4c30-411a-ae91-4c0639fadee6_fuels-dens_2100_000.png
5,195,0.2,ST5_FF_DUET,ST5_ignite_strip.dat,safe,other,yes,,152882,https://wifire-data.sdsc.edu/data//burnpro3d/d/5d/43/run_5d43ffef-57cd-4047-855b-f2f83a304d80/png/run_5d43ffef-57cd-4047-855b-f2f83a304d80_fuels-dens_2100_000.png
5,180,0.2,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,122904,https://wifire-data.sdsc.edu/data//burnpro3d/d/a5/46/run_a5464da0-d694-411e-a998-7104a87c6c05/png/run_a5464da0-d694-411e-a998-7104a87c6c05_fuels-dens_2100_000.png
3,255,0.2,ST5_FF_DUET,ST5_ignite_ring.dat,safe,safe,yes,,180253,https://wifire-data.sdsc.edu/data//burnpro3d/d/f5/77/run_f5771dfb-f1de-4225-9d2a-d33594075f4b/png/run_f5771dfb-f1de-4225-9d2a-d33594075f4b_fuels-dens_2100_000.png
3,255,0.2,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,138134,https://wifire-data.sdsc.edu/data//burnpro3d/d/c2/5a/run_c25aec56-3acf-4280-8dd0-5e5a130aec40/png/run_c25aec56-3acf-4280-8dd0-5e5a130aec40_fuels-dens_2100_000.png
5,225,0.2,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,129426,https://wifire-data.sdsc.edu/data//burnpro3d/d/b1/2e/run_b12ea46a-ad94-4570-adfd-18e783a73fd9/png/run_b12ea46a-ad94-4570-adfd-18e783a73fd9_fuels-dens_2100_000.png
3,255,0.2,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,safe,yes,,137059,https://wifire-data.sdsc.edu/data//burnpro3d/d/43/98/run_4398f537-314d-4dc7-ab0c-fb179876adf1/png/run_4398f537-314d-4dc7-ab0c-fb179876adf1_fuels-dens_2100_000.png
3,255,0.2,ST5_FFDUET_Over10m,ST5_ignite_ring.dat,safe,safe,yes,,77898,https://wifire-data.sdsc.edu/data//burnpro3d/d/27/b8/run_27b864d9-9553-4e40-a997-5a93912f7859/png/run_27b864d9-9553-4e40-a997-5a93912f7859_fuels-dens_2100_000.png
3,255,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,89265,https://wifire-data.sdsc.edu/data//burnpro3d/d/e6/62/run_e662589a-8b8e-4694-a9a9-890d8d9b1129/png/run_e662589a-8b8e-4694-a9a9-890d8d9b1129_fuels-dens_2100_000.png
2,195,0.2,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,119797,https://wifire-data.sdsc.edu/data//burnpro3d/d/71/03/run_71032e79-fa46-4ac4-bbc7-95d045050336/png/run_71032e79-fa46-4ac4-bbc7-95d045050336_fuels-dens_2100_000.png
3,195,0.2,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,safe,yes,,93014,https://wifire-data.sdsc.edu/data//burnpro3d/d/5c/2e/run_5c2ef7c4-ed1d-4cd1-836e-b842baab3e1c/png/run_5c2ef7c4-ed1d-4cd1-836e-b842baab3e1c_fuels-dens_2100_000.png
2,195,0.2,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,safe,yes,,137309,https://wifire-data.sdsc.edu/data//burnpro3d/d/b2/66/run_b266d956-3fe6-49eb-bcd7-bd41f6740076/png/run_b266d956-3fe6-49eb-bcd7-bd41f6740076_fuels-dens_2100_000.png
5,255,0.2,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,145997,https://wifire-data.sdsc.edu/data//burnpro3d/d/84/20/run_84202043-096e-42c3-b52f-250e5264115a/png/run_84202043-096e-42c3-b52f-250e5264115a_fuels-dens_2100_000.png
2,225,0.2,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,115836,https://wifire-data.sdsc.edu/data//burnpro3d/d/b4/f4/run_b4f4b8a0-827c-4d9f-af94-ddc7ac9f2c40/png/run_b4f4b8a0-827c-4d9f-af94-ddc7ac9f2c40_fuels-dens_2100_000.png
2,225,0.2,ST5_FFDUET_Over10m,ST5_ignite_ring.dat,safe,safe,yes,,140599,https://wifire-data.sdsc.edu/data//burnpro3d/d/da/bb/run_dabbc3f4-9b0b-4ba7-839e-a41171d70d07/png/run_dabbc3f4-9b0b-4ba7-839e-a41171d70d07_fuels-dens_2100_000.png
2,225,0.2,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,safe,yes,,136944,https://wifire-data.sdsc.edu/data//burnpro3d/d/fd/4e/run_fd4eaede-e77d-40a0-b07f-4f7902641d4e/png/run_fd4eaede-e77d-40a0-b07f-4f7902641d4e_fuels-dens_2100_000.png
8,180,0.2,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,unsafe,yes,,165151,https://wifire-data.sdsc.edu/data//burnpro3d/d/0b/ec/run_0bec5c3b-af03-4b16-9905-0cb11dbf0e42/png/run_0bec5c3b-af03-4b16-9905-0cb11dbf0e42_fuels-dens_2100_000.png
5,255,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,119605,https://wifire-data.sdsc.edu/data//burnpro3d/d/74/2c/run_742ce956-404e-4530-a814-3a0be1f1793c/png/run_742ce956-404e-4530-a814-3a0be1f1793c_fuels-dens_2100_000.png
2,240,0.2,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,113221,https://wifire-data.sdsc.edu/data//burnpro3d/d/82/b8/run_82b8e0ea-cb9c-4d1b-8537-45e1d0d454f2/png/run_82b8e0ea-cb9c-4d1b-8537-45e1d0d454f2_fuels-dens_2100_000.png
2,240,0.2,ST5_FFDUET_Over10m,ST5_ignite_ring.dat,safe,safe,yes,,138268,https://wifire-data.sdsc.edu/data//burnpro3d/d/b5/a1/run_b5a1ab25-4f95-47b7-9ed9-f915ba05d331/png/run_b5a1ab25-4f95-47b7-9ed9-f915ba05d331_fuels-dens_2100_000.png
2,240,0.2,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,safe,yes,,135459,https://wifire-data.sdsc.edu/data//burnpro3d/d/32/26/run_32266df2-20ee-4217-8cc3-d0a57213c61a/png/run_32266df2-20ee-4217-8cc3-d0a57213c61a_fuels-dens_2100_000.png
3,195,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,183380,https://wifire-data.sdsc.edu/data//burnpro3d/d/c7/91/run_c79186c3-ac22-4756-a3d7-29aadd873614/png/run_c79186c3-ac22-4756-a3d7-29aadd873614_fuels-dens_2100_000.png
3,195,0.2,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,89954,https://wifire-data.sdsc.edu/data//burnpro3d/d/68/a2/run_68a295bd-1942-4083-bafc-7de2287b503f/png/run_68a295bd-1942-4083-bafc-7de2287b503f_fuels-dens_2100_000.png
5,240,0.2,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,90900,https://wifire-data.sdsc.edu/data//burnpro3d/d/5b/4b/run_5b4b1c33-8029-47ee-94e2-dea3eef6f799/png/run_5b4b1c33-8029-47ee-94e2-dea3eef6f799_fuels-dens_2100_000.png
5,240,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,168265,https://wifire-data.sdsc.edu/data//burnpro3d/d/bc/64/run_bc64985f-84cd-4ead-a281-728b084f2915/png/run_bc64985f-84cd-4ead-a281-728b084f2915_fuels-dens_2100_000.png
3,195,0.2,ST5_FFDUET_Over10m,ST5_ignite_ring.dat,safe,safe,yes,,144493,https://wifire-data.sdsc.edu/data//burnpro3d/d/30/7a/run_307a10c2-4c56-45c0-8b65-d169799d80db/png/run_307a10c2-4c56-45c0-8b65-d169799d80db_fuels-dens_2100_000.png
3,195,0.2,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,170407,https://wifire-data.sdsc.edu/data//burnpro3d/d/b1/13/run_b113e9da-03ae-454b-bf9b-1b21167fb2e6/png/run_b113e9da-03ae-454b-bf9b-1b21167fb2e6_fuels-dens_2100_000.png
5,225,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,127871,https://wifire-data.sdsc.edu/data//burnpro3d/d/f4/ce/run_f4cedbfc-1fd3-4629-8d7e-db2062d706ef/png/run_f4cedbfc-1fd3-4629-8d7e-db2062d706ef_fuels-dens_2100_000.png
3,180,0.2,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,safe,yes,,139050,https://wifire-data.sdsc.edu/data//burnpro3d/d/07/9b/run_079b3588-1395-4c91-9d44-c0f10831cfde/png/run_079b3588-1395-4c91-9d44-c0f10831cfde_fuels-dens_2100_000.png
3,180,0.2,ST5_FFDUET_Over10m,ST5_ignite_ring.dat,safe,safe,yes,,184038,https://wifire-data.sdsc.edu/data//burnpro3d/d/6c/72/run_6c720f71-1e94-47c3-9c0a-5e8ed2fffaea/png/run_6c720f71-1e94-47c3-9c0a-5e8ed2fffaea_fuels-dens_2100_000.png
3,180,0.2,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,121624,https://wifire-data.sdsc.edu/data//burnpro3d/d/78/00/run_7800964a-8763-4c7e-9fae-45aba8dac19a/png/run_7800964a-8763-4c7e-9fae-45aba8dac19a_fuels-dens_2100_000.png
5,255,0.2,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,147378,https://wifire-data.sdsc.edu/data//burnpro3d/d/03/39/run_0339dc92-9f0d-457d-93a4-c98dcaeda6a1/png/run_0339dc92-9f0d-457d-93a4-c98dcaeda6a1_fuels-dens_2100_000.png
5,255,0.2,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,safe,yes,,147221,https://wifire-data.sdsc.edu/data//burnpro3d/d/fd/8e/run_fd8e82e9-26b8-4d2a-a46b-7717a2890795/png/run_fd8e82e9-26b8-4d2a-a46b-7717a2890795_fuels-dens_2100_000.png
2,255,0.2,ST5_FFDUET_Over10m,ST5_ignite_strip.dat,safe,safe,yes,,88141,https://wifire-data.sdsc.edu/data//burnpro3d/d/22/35/run_2235e192-5b4a-45ed-9bb9-b5fcabe9618f/png/run_2235e192-5b4a-45ed-9bb9-b5fcabe9618f_fuels-dens_2100_000.png
2,255,0.2,ST5_FFDUET_Over10m,ST5_ignite_ring.dat,safe,safe,yes,,176222,https://wifire-data.sdsc.edu/data//burnpro3d/d/92/35/run_92353d6d-5d9d-4a82-b81e-c396388bb379/png/run_92353d6d-5d9d-4a82-b81e-c396388bb379_fuels-dens_2100_000.png
2,255,0.2,ST5_FFDUET_Over10m,ST5_ignite_contour.dat,safe,safe,yes,,183904,https://wifire-data.sdsc.edu/data//burnpro3d/d/f7/74/run_f7746733-0cea-44d1-8a4f-098779816f9e/png/run_f7746733-0cea-44d1-8a4f-098779816f9e_fuels-dens_2100_000.png
5,225,0.2,ST5_FF_DUET,ST5_ignite_strip.dat,safe,other,yes,,152435,https://wifire-data.sdsc.edu/data//burnpro3d/d/87/de/run_87ded37f-ec44-4aa9-b9eb-4f6699228997/png/run_87ded37f-ec44-4aa9-b9eb-4f6699228997_fuels-dens_2100_000.png
8,255,0.2,ST5_FF_DUET,ST5_ignite_contour.dat,safe,safe,yes,,183015,https://wifire-data.sdsc.edu/data//burnpro3d/d/21/8d/run_218d072f-5b36-426b-80cb-9d02d96f22a3/png/run_218d072f-5b36-426b-80cb-9d02d96f22a3_fuels-dens_2100_000.png
2,180,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,safe,yes,,115869,https://wifire-data.sdsc.edu/data//burnpro3d/d/6b/97/run_6b97b1a3-61f4-4a5b-83f8-03d0874c1c0b/png/run_6b97b1a3-61f4-4a5b-83f8-03d0874c1c0b_fuels-dens_2100_000.png
2,180,0.2,ST5_FFDUET_TLS,ST5_ignite_ring.dat,safe,safe,yes,,140299,https://wifire-data.sdsc.edu/data//burnpro3d/d/ac/9d/run_ac9dc69e-b37c-4eec-83b1-bc6a9c7add43/png/run_ac9dc69e-b37c-4eec-83b1-bc6a9c7add43_fuels-dens_2100_000.png
2,180,0.2,ST5_FFDUET_TLS,ST5_ignite_strip.dat,safe,safe,yes,,129949,https://wifire-data.sdsc.edu/data//burnpro3d/d/cc/e8/run_cce8003f-0a76-4e70-bfe0-bd958dcacb86/png/run_cce8003f-0a76-4e70-bfe0-bd958dcacb86_fuels-dens_2100_000.png
2,195,0.2,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,139685,https://wifire-data.sdsc.edu/data//burnpro3d/d/6a/2e/run_6a2e315c-c25a-4634-b5e4-66749889fb72/png/run_6a2e315c-c25a-4634-b5e4-66749889fb72_fuels-dens_2100_000.png
5,225,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,safe,yes,,127168,https://wifire-data.sdsc.edu/data//burnpro3d/d/39/92/run_3992a1d7-6aad-46dd-9327-79076ba9dd70/png/run_3992a1d7-6aad-46dd-9327-79076ba9dd70_fuels-dens_2100_000.png
5,195,0.2,ST5_FFDUET_TLS,ST5_ignite_strip.dat,safe,other,yes,,153469,https://wifire-data.sdsc.edu/data//burnpro3d/d/8a/4c/run_8a4c6a6f-ba10-4358-a458-7e7404621dae/png/run_8a4c6a6f-ba10-4358-a458-7e7404621dae_fuels-dens_2100_000.png
5,195,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,safe,yes,,127161,https://wifire-data.sdsc.edu/data//burnpro3d/d/75/52/run_7552caa6-ae58-4da8-954c-ba850d66aaba/png/run_7552caa6-ae58-4da8-954c-ba850d66aaba_fuels-dens_2100_000.png
2,195,0.2,ST5_FFDUET_TLS,ST5_ignite_contour.dat,safe,safe,yes,,137366,https://wifire-data.sdsc.edu/data//burnpro3d/d/93/a1/run_93a15bf1-3993-4fdd-8044-acb8c70ee1a3/png/run_93a15bf1-3993-4fdd-8044-acb8c70ee1a3_fuels-dens_2100_000.png
2,195,0.2,ST5_FFDUET_TLS,ST5_ignite_ring.dat,safe,safe,yes,,25183,https://wifire-data.sdsc.edu/data//burnpro3d/d/47/16/run_47169e46-d955-4327-9815-7b1af2df4e3d/png/run_47169e46-d955-4327-9815-7b1af2df4e3d_fuels-dens_2100_000.png
5,180,0.2,ST5_FFDUET_TLS,ST5_ignite_strip.dat,safe,other,yes,,149876,https://wifire-data.sdsc.edu/data//burnpro3d/d/4c/d4/run_4cd4c16c-3736-4877-a6a4-e74368eb0ff4/png/run_4cd4c16c-3736-4877-a6a4-e74368eb0ff4_fuels-dens_2100_000.png
5,225,0.2,ST5_FFDUET_TLS,ST5_ignite_strip.dat,safe,other,yes,,108272,https://wifire-data.sdsc.edu/data//burnpro3d/d/1e/ed/run_1eed24a5-0a5d-4628-b011-4e243b788457/png/run_1eed24a5-0a5d-4628-b011-4e243b788457_fuels-dens_2100_000.png
2,225,0.2,ST5_FF_DUET,ST5_ignite_strip.dat,safe,safe,yes,,138905,https://wifire-data.sdsc.edu/data//burnpro3d/d/98/72/run_9872c3b8-b5de-4506-8070-763b48ad853e/png/run_9872c3b8-b5de-4506-8070-763b48ad853e_fuels-dens_2100_000.png
2,225,0.2,ST5_FF_DUET,ST5_ignite_ring.dat,safe,safe,yes,,124998,https://wifire-data.sdsc.edu/data//burnpro3d/d/8b/4c/run_8b4c2655-1d2e-4706-9659-8de4fe1ab83b/png/run_8b4c2655-1d2e-4706-9659-8de4fe1ab83b_fuels-dens_2100_000.png
