wind_speed,wdir,smois,ignition_pattern,fire_behavior,inside_area,outside_area,burned_area,FILE
2,240,0.1,0,0,118312,1112,119424,images/run_59ef109e-9f1e-40f7-85e5-f3ada6eaef66_fuels-dens_2100_000.png
8,240,0.1,1,1,120327,47014,167341,images/run_f6a8ffc6-6c6e-4d56-88d6-fd4ae6219d7e_fuels-dens_2100_000.png
3,225,0.1,0,0,135424,11851,147275,images/run_8f507f54-6878-4d3f-a7cf-28bc52203aec_fuels-dens_2100_000.png
3,180,0.1,0,0,119408,4091,123499,images/run_ea3294bc-cdfe-4e8c-930a-22bc68c2e9ab_fuels-dens_2100_000.png
3,180,0.1,0,0,135418,11960,147378,images/run_9b239284-8d5b-4467-9ad1-93d5e594156e_fuels-dens_2100_000.png
5,195,0.1,1,1,135423,46439,181862,images/run_068b2c1d-7959-47c9-a370-7b9abf54f4fc_fuels-dens_2100_000.png
2,240,0.1,0,0,135421,9544,144965,images/run_8743c8a6-7e34-49b4-83dc-57e932e792cc_fuels-dens_2100_000.png
12,180,0.1,0,1,135385,45432,180817,images/run_9792738d-9364-4a8e-9ce5-366a75315c26_fuels-dens_2100_000.png
12,225,0.2,1,1,132663,47404,180067,images/run_480c1e22-c4dc-46b6-a079-082215f35a39_fuels-dens_2100_000.png
3,180,0.2,0,0,135305,7638,142943,images/run_be2f9a71-da30-42fa-a5ae-282aff46a9ee_fuels-dens_2100_000.png
12,255,0.2,1,1,134016,36229,170245,images/run_790491ad-e768-4a10-836a-d85a405c00cc_fuels-dens_2100_000.png
2,180,0.2,0,0,132771,4212,136983,images/run_c44ac9b8-aab8-48a1-a78a-b5b2b06089be_fuels-dens_2100_000.png
3,180,0.2,0,0,135105,6598,141703,images/run_54525164-50d3-47ca-8d10-3aa4e7fd454a_fuels-dens_2100_000.png
12,195,0.2,0,1,116771,43224,159995,images/run_ee95fb3a-954c-4f13-afed-fef314da1180_fuels-dens_2100_000.png
8,180,0.2,1,1,134076,36461,170537,images/run_298ae4cf-8e2a-433c-b6b3-228da47e54fb_fuels-dens_2100_000.png
8,225,0.2,0,1,118984,41153,160137,images/run_552b0771-e373-4102-bdc7-21de3e8232e9_fuels-dens_2100_000.png
8,180,0.2,0,0,116876,12538,129414,images/run_eb072e3c-bc0c-4eab-94a6-5faa3d0fd841_fuels-dens_2100_000.png
8,225,0.2,1,1,134996,49834,184830,images/run_74db0e2d-48bc-45eb-a0ca-931da5111b8c_fuels-dens_2100_000.png
12,225,0.2,1,1,133175,50863,184038,images/run_188d8474-7f4c-4eef-a411-30294fefaa36_fuels-dens_2100_000.png
2,255,0.2,0,0,135344,2031,137375,images/run_3ce5f2c7-75a1-404d-8d1c-93f99e847478_fuels-dens_2100_000.png
8,240,0.2,0,1,135006,37468,172474,images/run_0b030870-324f-4db0-9792-728543acaff5_fuels-dens_2100_000.png
2,255,0.2,0,0,134371,1987,136358,images/run_2889855b-1b35-457d-8417-f9d101de3503_fuels-dens_2100_000.png
8,195,0.2,1,1,133229,45120,178349,images/run_46ebecc1-3c2b-4930-aed9-766bc601dd54_fuels-dens_2100_000.png
12,255,0.2,1,1,117527,37179,154706,images/run_4c4eebdd-69df-4e01-a748-d0a030598e4d_fuels-dens_2100_000.png
8,195,0.2,0,0,117142,16697,133839,images/run_e86dcc79-35d8-4d9d-b49e-e4e4bc1e9b17_fuels-dens_2100_000.png
5,255,0.2,0,0,134646,11667,146313,images/run_25a67b21-236e-4434-8126-ed83e1ce4291_fuels-dens_2100_000.png
8,225,0.2,0,1,132654,42452,175106,images/run_475827f3-9e03-4976-92be-7b79fae2012b_fuels-dens_2100_000.png
12,240,0.2,1,1,133509,43546,177055,images/run_87c90482-6919-4f5b-bfde-61eed8eb3b36_fuels-dens_2100_000.png
12,240,0.2,1,1,133560,42179,175739,images/run_c4f411cd-f563-4b5a-9424-c0962698a7dc_fuels-dens_2100_000.png
12,240,0.2,1,1,117879,45355,163234,images/run_5ad24156-41a4-4797-9378-60a94de97acb_fuels-dens_2100_000.png
12,255,0.2,1,1,134300,30461,164761,images/run_7089a160-550c-4fbc-ae4d-6d3ddf760aff_fuels-dens_2100_000.png
8,225,0.2,1,1,133475,51492,184967,images/run_9f5a6df9-2a51-4a2d-9a9c-f04bebd2cd0c_fuels-dens_2100_000.png
8,195,0.2,0,1,132482,42856,175338,images/run_e76a47f1-4992-4084-b17a-624f6a55fc8e_fuels-dens_2100_000.png
8,225,0.2,0,1,118279,37189,155468,images/run_d2a908cc-8581-4b6d-a9d4-cb1e9d44daa9_fuels-dens_2100_000.png
8,195,0.2,1,1,133139,45239,178378,images/run_c99adad6-95cc-4121-b19b-1fded2880c83_fuels-dens_2100_000.png
8,225,0.2,0,1,134930,35477,170407,images/run_11fddae1-0e69-416b-b07c-f141638b8592_fuels-dens_2100_000.png
2,180,0.2,0,0,115463,0,115463,images/run_82091b9d-aa4e-4bd1-886b-7d3336481a1a_fuels-dens_2100_000.png
2,180,0.2,0,0,133633,4092,137725,images/run_3160b0d4-d304-47e8-b3a8-a3af5a0c7202_fuels-dens_2100_000.png
8,240,0.2,1,1,135196,39915,175111,images/run_d04a9c9c-ee77-412e-8a0d-746cb543efa4_fuels-dens_2100_000.png
3,180,0.2,0,0,116766,905,117671,images/run_64d9265f-eae8-4cc0-b8bf-044aa6568712_fuels-dens_2100_000.png
8,240,0.2,1,1,118867,33884,152751,images/run_ab3e0263-081a-4ae8-90b2-5f38d5f9c278_fuels-dens_2100_000.png
5,255,0.2,1,0,135361,9228,144589,images/run_0cb1956c-110f-4dca-83ae-32a1fd91b293_fuels-dens_2100_000.png
3,195,0.2,0,0,135343,11671,147014,images/run_3c4aeddf-0058-4045-b437-445e60964bbd_fuels-dens_2100_000.png
2,195,0.2,0,0,133940,5079,139019,images/run_367becf7-a351-4be5-8e3a-563e46566e80_fuels-dens_2100_000.png
5,195,0.2,0,0,117333,9239,126572,images/run_6f2eda50-d18e-4658-bb4e-0159b4d1fdc0_fuels-dens_2100_000.png
3,225,0.2,0,0,116693,508,117201,images/run_413c5ea6-68d1-45a4-84dc-5fbdbadde4c6_fuels-dens_2100_000.png
3,225,0.2,0,0,133738,15058,148796,images/run_d5d243f8-6e09-4305-981e-469fa16ed044_fuels-dens_2100_000.png
3,225,0.2,0,0,132560,5931,138491,images/run_45b64640-c36e-417e-892d-cb4d82ec6bb7_fuels-dens_2100_000.png
5,240,0.2,0,0,117998,5068,123066,images/run_786be0ce-9be7-4891-8b01-2c0d7361e127_fuels-dens_2100_000.png
3,225,0.2,0,0,116839,538,117377,images/run_ed5c8f83-da6f-4e28-8330-8e7f4b011eac_fuels-dens_2100_000.png
3,225,0.2,0,0,135355,9762,145117,images/run_1ebedcad-46ea-46d5-9cd8-6dea4be2e718_fuels-dens_2100_000.png
3,225,0.2,0,0,135182,5950,141132,images/run_8623f484-60a3-4b8d-85f2-1d003a30f48a_fuels-dens_2100_000.png
5,180,0.2,0,0,135032,14500,149532,images/run_6c2ebbd4-7371-4a8e-a57c-dd29dc9ce56e_fuels-dens_2100_000.png
5,180,0.2,1,0,134169,16566,150735,images/run_4597cc95-c8f5-4420-a893-dd1205020f91_fuels-dens_2100_000.png
3,240,0.2,0,0,116567,0,116567,images/run_7eb4c666-99f5-412d-809b-995a6a1a8383_fuels-dens_2100_000.png
3,240,0.2,0,0,134041,7735,141776,images/run_cd697629-00a5-41e6-a7c1-689584a39e12_fuels-dens_2100_000.png
3,240,0.2,0,0,133123,5055,138178,images/run_68682549-f77f-4f4c-9259-7281aa963f4b_fuels-dens_2100_000.png
5,180,0.2,0,0,116981,7727,124708,images/run_f47b0f4d-aa61-4f11-b1cf-d2cc4a494bdd_fuels-dens_2100_000.png
3,255,0.2,0,0,115995,390,116385,images/run_dd020b41-cbfc-4e34-bebb-3d2e3ac00680_fuels-dens_2100_000.png
5,195,0.2,0,0,116691,10519,127210,images/run_47dbbf22-7689-4e58-bf38-cd3a75aa4299_fuels-dens_2100_000.png
3,240,0.2,0,0,134886,4365,139251,images/run_b3b2c71d-1517-46c0-818c-1c6019f43091_fuels-dens_2100_000.png
3,240,0.2,0,0,135371,13858,149229,images/run_ae13cc80-1dc2-43fe-b35f-20b71aa2fbce_fuels-dens_2100_000.png
3,240,0.2,0,0,116716,0,116716,images/run_cd858d9c-ee63-410f-a382-0114f52b49e9_fuels-dens_2100_000.png
5,180,0.2,0,0,132628,15160,147788,images/run_d8cebc83-4c30-411a-ae91-4c0639fadee6_fuels-dens_2100_000.png
5,180,0.2,0,0,116106,6798,122904,images/run_a5464da0-d694-411e-a998-7104a87c6c05_fuels-dens_2100_000.png
3,255,0.2,0,0,135383,4365,139748,images/run_f5771dfb-f1de-4225-9d2a-d33594075f4b_fuels-dens_2100_000.png
3,255,0.2,0,0,134943,3191,138134,images/run_c25aec56-3acf-4280-8dd0-5e5a130aec40_fuels-dens_2100_000.png
5,225,0.2,0,0,117752,11674,129426,images/run_b12ea46a-ad94-4570-adfd-18e783a73fd9_fuels-dens_2100_000.png
5,225,0.2,1,1,133873,38487,172360,images/run_80b50a18-8004-4111-85a6-9d20f77aea56_fuels-dens_2100_000.png
3,255,0.2,0,0,133449,3610,137059,images/run_4398f537-314d-4dc7-ab0c-fb179876adf1_fuels-dens_2100_000.png
3,255,0.2,0,0,134681,5886,140567,images/run_27b864d9-9553-4e40-a997-5a93912f7859_fuels-dens_2100_000.png
3,255,0.2,0,0,116346,0,116346,images/run_e662589a-8b8e-4694-a9a9-890d8d9b1129_fuels-dens_2100_000.png
2,195,0.2,0,0,115425,0,115425,images/run_71032e79-fa46-4ac4-bbc7-95d045050336_fuels-dens_2100_000.png
5,240,0.2,1,1,134458,31625,166083,images/run_9e7ca4a3-19e8-4de1-831b-9dfe5f0d6cff_fuels-dens_2100_000.png
3,195,0.2,0,0,132714,6816,139530,images/run_5c2ef7c4-ed1d-4cd1-836e-b842baab3e1c_fuels-dens_2100_000.png
2,195,0.2,0,0,132106,5203,137309,images/run_b266d956-3fe6-49eb-bcd7-bd41f6740076_fuels-dens_2100_000.png
5,255,0.2,0,0,135106,10891,145997,images/run_84202043-096e-42c3-b52f-250e5264115a_fuels-dens_2100_000.png
2,225,0.2,0,0,115836,0,115836,images/run_b4f4b8a0-827c-4d9f-af94-ddc7ac9f2c40_fuels-dens_2100_000.png
2,225,0.2,0,0,134088,6511,140599,images/run_dabbc3f4-9b0b-4ba7-839e-a41171d70d07_fuels-dens_2100_000.png
2,225,0.2,0,0,132185,4759,136944,images/run_fd4eaede-e77d-40a0-b07f-4f7902641d4e_fuels-dens_2100_000.png
8,180,0.2,0,1,132619,32532,165151,images/run_0bec5c3b-af03-4b16-9905-0cb11dbf0e42_fuels-dens_2100_000.png
8,180,0.2,1,1,132192,34872,167064,images/run_dd3d0b12-ae22-4d68-8606-dfac2dc1b92e_fuels-dens_2100_000.png
5,255,0.2,0,0,118018,1044,119062,images/run_742ce956-404e-4530-a814-3a0be1f1793c_fuels-dens_2100_000.png
2,240,0.2,0,0,115327,0,115327,images/run_82b8e0ea-cb9c-4d1b-8537-45e1d0d454f2_fuels-dens_2100_000.png
2,240,0.2,0,0,133703,4565,138268,images/run_b5a1ab25-4f95-47b7-9ed9-f915ba05d331_fuels-dens_2100_000.png
2,240,0.2,0,0,132399,3060,135459,images/run_32266df2-20ee-4217-8cc3-d0a57213c61a_fuels-dens_2100_000.png
3,195,0.2,0,0,116877,1559,118436,images/run_c79186c3-ac22-4756-a3d7-29aadd873614_fuels-dens_2100_000.png
3,195,0.2,0,0,134568,6726,141294,images/run_68a295bd-1942-4083-bafc-7de2287b503f_fuels-dens_2100_000.png
5,240,0.2,0,0,135078,17447,152525,images/run_5b4b1c33-8029-47ee-94e2-dea3eef6f799_fuels-dens_2100_000.png
5,240,0.2,1,1,135351,24146,159497,images/run_29a46984-dac1-4377-8501-e0c2d8e1b7ef_fuels-dens_2100_000.png
5,240,0.2,0,0,118146,5309,123455,images/run_bc64985f-84cd-4ead-a281-728b084f2915_fuels-dens_2100_000.png
3,195,0.2,0,0,133159,11334,144493,images/run_307a10c2-4c56-45c0-8b65-d169799d80db_fuels-dens_2100_000.png
3,195,0.2,0,0,116336,1318,117654,images/run_b113e9da-03ae-454b-bf9b-1b21167fb2e6_fuels-dens_2100_000.png
5,225,0.2,0,0,117746,10125,127871,images/run_f4cedbfc-1fd3-4629-8d7e-db2062d706ef_fuels-dens_2100_000.png
3,180,0.2,0,0,132908,6142,139050,images/run_079b3588-1395-4c91-9d44-c0f10831cfde_fuels-dens_2100_000.png
3,180,0.2,0,0,133971,9178,143149,images/run_6c720f71-1e94-47c3-9c0a-5e8ed2fffaea_fuels-dens_2100_000.png
3,180,0.2,0,0,116347,180,116527,images/run_7800964a-8763-4c7e-9fae-45aba8dac19a_fuels-dens_2100_000.png
5,240,0.2,1,0,133834,20607,154441,images/run_c0058552-f2b9-43fa-8521-a36d71bfe212_fuels-dens_2100_000.png
5,225,0.2,1,1,135320,27655,162975,images/run_e1d56c72-c64b-48cf-8328-5fedae7d04e5_fuels-dens_2100_000.png
5,255,0.2,0,0,117907,1216,119123,images/run_0339dc92-9f0d-457d-93a4-c98dcaeda6a1_fuels-dens_2100_000.png
5,255,0.2,1,0,134461,18608,153069,images/run_d6eb30cd-90bc-47da-94b3-41ec1c133efe_fuels-dens_2100_000.png
5,255,0.2,0,0,133455,13766,147221,images/run_fd8e82e9-26b8-4d2a-a46b-7717a2890795_fuels-dens_2100_000.png
2,255,0.2,0,0,132140,1671,133811,images/run_2235e192-5b4a-45ed-9bb9-b5fcabe9618f_fuels-dens_2100_000.png
2,255,0.2,0,0,133928,3066,136994,images/run_92353d6d-5d9d-4a82-b81e-c396388bb379_fuels-dens_2100_000.png
2,255,0.2,0,0,115214,0,115214,images/run_f7746733-0cea-44d1-8a4f-098779816f9e_fuels-dens_2100_000.png
12,225,0.2,1,1,117553,42559,160112,images/run_5d6b1b25-f2a9-4fdc-9a7d-54099b1748f4_fuels-dens_2100_000.png
8,240,0.2,1,0,118558,28507,147065,images/run_8e599383-8423-4c5b-9f28-baf09a7fef50_fuels-dens_2100_000.png
8,255,0.2,0,0,118545,6046,124591,images/run_218d072f-5b36-426b-80cb-9d02d96f22a3_fuels-dens_2100_000.png
2,180,0.2,0,0,115307,562,115869,images/run_6b97b1a3-61f4-4a5b-83f8-03d0874c1c0b_fuels-dens_2100_000.png
2,180,0.2,0,0,135286,5013,140299,images/run_ac9dc69e-b37c-4eec-83b1-bc6a9c7add43_fuels-dens_2100_000.png
2,180,0.2,0,0,133336,4003,137339,images/run_cce8003f-0a76-4e70-bfe0-bd958dcacb86_fuels-dens_2100_000.png
2,195,0.2,0,0,134635,5050,139685,images/run_6a2e315c-c25a-4634-b5e4-66749889fb72_fuels-dens_2100_000.png
12,225,0.2,1,1,117812,42114,159926,images/run_c009add3-6955-4254-9c70-34c1c667fe29_fuels-dens_2100_000.png
12,225,0.2,1,1,132235,51336,183571,images/run_eb781dea-97eb-4642-91f6-5a60769c0682_fuels-dens_2100_000.png
5,225,0.2,0,0,117788,9380,127168,images/run_3992a1d7-6aad-46dd-9327-79076ba9dd70_fuels-dens_2100_000.png
5,195,0.2,0,0,117170,9991,127161,images/run_7552caa6-ae58-4da8-954c-ba850d66aaba_fuels-dens_2100_000.png
12,225,0.2,1,1,132589,47658,180247,images/run_65a406da-31ad-4f8c-b7db-e789ff691cda_fuels-dens_2100_000.png
2,195,0.2,0,0,115460,130,115590,images/run_93a15bf1-3993-4fdd-8044-acb8c70ee1a3_fuels-dens_2100_000.png
2,195,0.2,0,0,135320,6235,141555,images/run_47169e46-d955-4327-9815-7b1af2df4e3d_fuels-dens_2100_000.png
5,195,0.2,1,1,134935,24220,159155,images/run_7b9237cf-8006-4d4c-b6ab-d64b4097b2c2_fuels-dens_2100_000.png
5,225,0.2,1,1,134697,42472,177169,images/run_1d7823f0-6990-40b6-a101-c42a318327ec_fuels-dens_2100_000.png
12,255,0.2,1,1,134265,32870,167135,images/run_55292c4c-b388-4c70-b4ac-63866d00c0da_fuels-dens_2100_000.png
12,240,0.2,1,1,134603,44041,178644,images/run_cb7003bf-c7aa-41fe-b793-88efa5bfd062_fuels-dens_2100_000.png
2,225,0.2,0,0,134624,4281,138905,images/run_9872c3b8-b5de-4506-8070-763b48ad853e_fuels-dens_2100_000.png
2,225,0.2,0,0,135386,5300,140686,images/run_8b4c2655-1d2e-4706-9659-8de4fe1ab83b_fuels-dens_2100_000.png
2,225,0.2,0,0,115938,355,116293,images/run_c2a69409-3bd7-47cd-92fa-939d93e9193f_fuels-dens_2100_000.png
5,255,0.2,1,0,134717,16302,151019,images/run_91228b3e-9ae8-4084-83a3-d05d83b22405_fuels-dens_2100_000.png
5,255,0.2,0,0,117930,1800,119730,images/run_dde28dcc-b289-42ff-b479-7982a1f7a149_fuels-dens_2100_000.png
12,195,0.2,1,1,116410,40977,157387,images/run_7d707029-c306-4e34-8d08-93b06a5255bc_fuels-dens_2100_000.png
12,255,0.2,1,1,117671,35730,153401,images/run_362cff7e-2d16-4513-be97-0f1bf9980395_fuels-dens_2100_000.png
12,255,0.2,1,1,134887,29963,164850,images/run_3f840be7-02ab-44aa-b087-614390a47c47_fuels-dens_2100_000.png
12,195,0.2,1,1,131950,46431,178381,images/run_8ef0a9ec-a68e-42a9-b559-e53bc343bc8a_fuels-dens_2100_000.png
12,195,0.2,0,1,131206,42911,174117,images/run_06b3e100-075d-4c27-a12f-6932a559a9c8_fuels-dens_2100_000.png
5,240,0.2,0,0,134565,14983,149548,images/run_aafb0d76-d76f-4eb1-8e34-9d42791bd856_fuels-dens_2100_000.png
5,240,0.2,1,1,134916,31409,166325,images/run_627ef3ea-8e17-4ff9-a920-942210f0b524_fuels-dens_2100_000.png
2,255,0.2,0,0,115359,289,115648,images/run_a9cea3c9-6534-48fc-8eee-008c13406485_fuels-dens_2100_000.png
5,240,0.2,0,0,117909,4616,122525,images/run_6acc4a86-5366-45d2-8c85-a3d7d9a0311a_fuels-dens_2100_000.png
5,180,0.2,0,0,116550,8296,124846,images/run_dd445954-6765-46eb-aacd-0e6369fcf8a5_fuels-dens_2100_000.png
12,240,0.2,1,1,134291,49225,183516,images/run_5e225b85-7c80-4794-a384-c38c5a7d894e_fuels-dens_2100_000.png
2,195,0.2,0,0,133845,4802,138647,images/run_a7908708-0aa4-4f51-94ad-c3629f089723_fuels-dens_2100_000.png
2,195,0.2,0,0,115927,452,116379,images/run_85311eed-6824-4a0b-bcfd-440b3515ee62_fuels-dens_2100_000.png
2,180,0.2,0,0,135372,5053,140425,images/run_8b30c930-2a1d-4dc4-a3a9-66c1623567d6_fuels-dens_2100_000.png
2,180,0.2,0,0,116094,0,116094,images/run_39a747d7-f253-49d9-86f9-0bed366e923d_fuels-dens_2100_000.png
12,255,0.2,1,1,118476,34155,152631,images/run_cac534ab-f49b-4820-bb9b-18d06bf11124_fuels-dens_2100_000.png
12,255,0.2,1,1,133938,30462,164400,images/run_862628c1-3e85-4c10-ad85-4e8d6a193906_fuels-dens_2100_000.png
12,255,0.2,1,1,133031,35865,168896,images/run_b9ea1ad9-c532-47be-a5d7-589819401824_fuels-dens_2100_000.png
3,195,0.2,0,0,134609,6770,141379,images/run_315d1bb9-896c-4965-9c3c-bcb87a665b46_fuels-dens_2100_000.png
2,240,0.2,0,0,134256,4104,138360,images/run_3c1c33ed-a29d-475f-a580-7dc7b16fde4d_fuels-dens_2100_000.png
3,195,0.2,0,0,135294,10921,146215,images/run_8cab3dd8-23c5-47ac-b68c-c69b18e49d00_fuels-dens_2100_000.png
2,255,0.2,0,0,115114,0,115114,images/run_47b98161-4278-4a6d-bc58-3a3be285e7f1_fuels-dens_2100_000.png
2,255,0.2,0,0,134929,2601,137530,images/run_8172caec-886a-467d-9578-24594cb2fdf7_fuels-dens_2100_000.png
2,255,0.2,0,0,133683,2427,136110,images/run_a2515c9c-560b-44bf-aeee-2b5b96c696d2_fuels-dens_2100_000.png
3,180,0.2,0,0,134888,6527,141415,images/run_2eba8705-713a-4103-b176-7a1836f2ba5c_fuels-dens_2100_000.png
3,180,0.2,0,0,135273,8988,144261,images/run_967a3339-c5d9-4440-914a-efbfcb099faf_fuels-dens_2100_000.png
3,180,0.2,0,0,116611,1072,117683,images/run_e1595068-915c-4f2d-ab9e-3b090491b044_fuels-dens_2100_000.png
3,195,0.2,0,0,116558,1463,118021,images/run_77f5d266-070b-4877-ad4d-b21c1bea981d_fuels-dens_2100_000.png
3,225,0.2,0,0,116829,795,117624,images/run_a782e8f9-c1d9-41a9-8c05-98ecabd3c6ff_fuels-dens_2100_000.png
3,225,0.2,0,0,135225,11706,146931,images/run_cc8ac729-acad-4cba-bbe5-7dcc1cb125d4_fuels-dens_2100_000.png
3,225,0.2,0,0,134316,6132,140448,images/run_76049994-f0ae-493c-93ca-3129e94ec217_fuels-dens_2100_000.png
3,255,0.2,0,0,134645,3669,138314,images/run_9d93ef65-2d76-44dd-bd82-aaaaf387c9ce_fuels-dens_2100_000.png
3,255,0.2,0,0,135061,6135,141196,images/run_b1118c49-9bd7-487b-92a8-92dc7126025e_fuels-dens_2100_000.png
3,255,0.2,0,0,116327,0,116327,images/run_26874805-679f-470d-9031-e5be54402845_fuels-dens_2100_000.png
2,225,0.2,0,0,115962,435,116397,images/run_727e2694-74fa-4d9a-96f7-6e81e986de74_fuels-dens_2100_000.png
2,225,0.2,0,0,135292,4712,140004,images/run_b5a9a87d-4512-4a3d-8958-10d874292f56_fuels-dens_2100_000.png
2,225,0.2,0,0,133725,4604,138329,images/run_7520e3f2-5181-43d2-ac04-f9d03e7c2ddc_fuels-dens_2100_000.png
12,240,0.2,1,1,118219,45807,164026,images/run_31c46bde-d5b1-4190-b4d8-55b8b38660bf_fuels-dens_2100_000.png
12,240,0.2,1,1,133323,48143,181466,images/run_986ba273-cc2b-4292-81b9-f5ca0916b6fe_fuels-dens_2100_000.png
12,240,0.2,1,1,132946,46783,179729,images/run_b4023e8e-3e6e-49fa-9c18-4de8379ee1f8_fuels-dens_2100_000.png
3,240,0.2,0,0,134467,5308,139775,images/run_b74bea19-469c-444e-bac2-cb4222a118ea_fuels-dens_2100_000.png
3,240,0.2,0,0,134803,8163,142966,images/run_3d20eac0-d58c-473f-ba53-eb6c160dfe55_fuels-dens_2100_000.png
3,240,0.2,0,0,116929,0,116929,images/run_6ef7c271-aa4f-4091-a8b4-2b3f554542a4_fuels-dens_2100_000.png
2,240,0.2,0,0,115733,0,115733,images/run_e72d1aad-00d8-4989-b068-24e475679ae3_fuels-dens_2100_000.png
2,240,0.2,0,0,135294,4436,139730,images/run_a410c164-d655-4d4d-8ff7-b0fa9e890db5_fuels-dens_2100_000.png
2,180,0.2,0,0,134933,4388,139321,images/run_0c7dceb7-370b-4fdb-a215-a4f28d5e5b7a_fuels-dens_2100_000.png
2,195,0.2,0,0,135398,5579,140977,images/run_69556dad-f03c-4d70-8096-be2eee60d553_fuels-dens_2100_000.png
12,240,0.2,1,1,117557,43071,160628,images/run_b4d1c749-842e-4b34-94fa-cbadce1cb1c0_fuels-dens_2100_000.png
8,180,0.2,1,1,132969,34488,167457,images/run_631ac5e8-9ba4-4e0a-bddf-b985b8b532de_fuels-dens_2100_000.png
8,225,0.2,1,1,134153,41838,175991,images/run_20387d0f-a0bc-49d7-8330-0e33dd82c02f_fuels-dens_2100_000.png
2,240,0.2,0,0,115601,0,115601,images/run_68fe6f4b-fe46-4db3-94c8-ed6ae1df5ce6_fuels-dens_2100_000.png
12,180,0.2,1,1,132689,40459,173148,images/run_ab4cd043-fc4c-421a-af10-48002beb49a7_fuels-dens_2100_000.png
12,180,0.2,1,1,134162,41575,175737,images/run_8aeaed0e-f16c-434a-a5b0-0e711faa1017_fuels-dens_2100_000.png
12,180,0.2,1,1,115185,30309,145494,images/run_4e8ceabd-06fc-451c-ace1-f5a0349d2592_fuels-dens_2100_000.png
12,180,0.2,1,1,115821,36692,152513,images/run_8caa7938-3545-414a-b94f-932ce068e086_fuels-dens_2100_000.png
12,195,0.2,1,1,134081,41823,175904,images/run_a1ead00c-b295-4bcf-92e0-c15e13b523c1_fuels-dens_2100_000.png
12,195,0.2,1,1,133633,45122,178755,images/run_1bcadd96-4d2e-4e00-a1d2-08ee0dbe0c29_fuels-dens_2100_000.png
8,240,0.2,1,1,118289,35878,154167,images/run_5b13b586-6946-4e3e-92b5-6356cbeecc32_fuels-dens_2100_000.png
12,180,0.2,1,1,133383,42102,175485,images/run_e6c008e7-95b9-4733-8057-43a98f9fa025_fuels-dens_2100_000.png
8,240,0.2,1,1,134543,43124,177667,images/run_6f347042-4d2f-4cae-a6ca-e97ec630705c_fuels-dens_2100_000.png
8,240,0.2,1,1,134272,35291,169563,images/run_1c03f801-4b02-42dc-9ce4-d1aa9a40c67a_fuels-dens_2100_000.png
12,180,0.2,1,1,134009,40185,174194,images/run_15b6b4a2-07db-4e52-a7b5-7729c3deb7b8_fuels-dens_2100_000.png
8,255,0.2,1,0,118437,13412,131849,images/run_aaa05474-3dcc-4fff-ad5a-dd0ac19c7910_fuels-dens_2100_000.png
2,240,0.2,0,0,135311,4423,139734,images/run_ee42b86d-2a37-4ae8-a2e9-27078e9fd73d_fuels-dens_2100_000.png
2,240,0.2,0,0,134716,3939,138655,images/run_feb0738e-9855-4eff-8966-1083d90537f9_fuels-dens_2100_000.png
8,255,0.2,1,0,118327,10801,129128,images/run_0bf74442-e502-4d58-b7c5-b3c1ebb6f137_fuels-dens_2100_000.png
8,255,0.2,1,1,134775,29086,163861,images/run_96cfea7c-faa8-4587-af91-213d6a643bfb_fuels-dens_2100_000.png
12,225,0.2,1,1,117734,42740,160474,images/run_01697db3-b487-4ef6-80d5-2b055c4a07ae_fuels-dens_2100_000.png
12,225,0.2,1,1,134506,51167,185673,images/run_a13e4d57-a5b8-439a-a4d6-f8dd210d4ac8_fuels-dens_2100_000.png
8,225,0.2,1,1,134114,50003,184117,images/run_7dbefa70-e1b3-4004-8c36-702a4f88963a_fuels-dens_2100_000.png
8,195,0.2,1,1,134412,44525,178937,images/run_c393322a-888b-4458-87ec-4636a25b3d48_fuels-dens_2100_000.png
12,195,0.2,1,1,132835,46938,179773,images/run_103b31d5-2a95-4c9c-aff1-e2404997e37c_fuels-dens_2100_000.png
12,195,0.2,0,1,116527,39931,156458,images/run_b9038368-8407-4a9b-b84f-a83f8bf32eed_fuels-dens_2100_000.png
8,255,0.2,1,1,135197,28794,163991,images/run_0af62715-ca0b-4e7c-9367-1c8d9640a344_fuels-dens_2100_000.png
12,180,0.2,1,1,132550,42166,174716,images/run_a7cd9336-7c4a-4c34-bb18-bf68fa2bc922_fuels-dens_2100_000.png
8,255,0.2,1,1,134877,29938,164815,images/run_7acb3322-92de-45cf-b2ef-d88234b7a8dc_fuels-dens_2100_000.png
12,180,0.2,0,1,132267,39444,171711,images/run_76c8511a-af9c-4f5d-ad17-db4596e21d3c_fuels-dens_2100_000.png
8,240,0.2,1,1,134150,39385,173535,images/run_ed5876e5-263e-4b91-b426-7f2301387613_fuels-dens_2100_000.png
5,195,0.2,1,1,133491,33667,167158,images/run_1f994a2a-188e-4409-920b-238785859b5b_fuels-dens_2100_000.png
8,180,0.2,0,1,134660,18671,153331,images/run_f37e1f7b-003d-4b73-bfd6-1bbc3855b39f_fuels-dens_2100_000.png
12,225,0.2,1,1,134212,47618,181830,images/run_77406ab4-62d0-45b3-a3eb-c5e34187e099_fuels-dens_2100_000.png
8,240,0.2,1,1,133891,37777,171668,images/run_618e9f2d-9f1d-449e-b637-01428f4e5c8b_fuels-dens_2100_000.png
12,195,0.2,0,1,132429,43343,175772,images/run_3c952e09-55c1-48e6-aaf3-e8ee2a73ab79_fuels-dens_2100_000.png
