wind_speed,wdir,smois,ignition_pattern,fire_behavior,inside_area,outside_area,burned_area,FILE
2,180,0.05,0,0,135426,14945,150371,images/run_caa7d8be-f36b-46bf-b33b-5ec5e8eaa7e9_fuels-dens_2100_000.png
8,195,0.05,0,1,135427,49668,185095,images/run_f67173e8-7c68-4620-9987-35cde51847c7_fuels-dens_2100_000.png
5,225,0.05,0,1,135427,50914,186341,images/run_8aab1e2d-4098-4f93-a0d1-422273c1ee82_fuels-dens_2100_000.png
5,225,0.05,0,1,135427,46882,182309,images/run_7b4cbc51-3293-4763-a67b-96b8ee050ef2_fuels-dens_2100_000.png
3,195,0.05,0,0,135275,17414,152689,images/run_6792fcd4-30de-4694-8b0a-cfb8b38c9353_fuels-dens_2100_000.png
3,195,0.05,0,0,135416,30308,165724,images/run_3b04e426-074e-4bb5-a1e4-97cb6ca278bc_fuels-dens_2100_000.png
3,195,0.05,0,0,120543,8135,128678,images/run_116d7d39-77d2-4f6d-bcf0-fe6305e14df6_fuels-dens_2100_000.png
3,180,0.05,0,0,135425,18799,154224,images/run_ea0c2dd3-dfea-4984-96ee-2ff7d9d6f2b9_fuels-dens_2100_000.png
3,180,0.05,0,0,135410,23847,159257,images/run_16beb53c-ac02-4081-81e1-e3792cc2e1de_fuels-dens_2100_000.png
5,240,0.05,0,1,135427,48490,183917,images/run_672bbee2-a941-4c4d-8056-91011ed67310_fuels-dens_2100_000.png
5,240,0.05,0,1,135426,46623,182049,images/run_47fdb0a8-1b87-4213-9c75-bec604edacc2_fuels-dens_2100_000.png
3,180,0.05,0,0,120883,6807,127690,images/run_783b1e9b-4c35-4310-a3ce-4ed177bd6e28_fuels-dens_2100_000.png
2,255,0.05,0,1,135401,10625,146026,images/run_bfed30ad-2910-4406-a67c-1fb19b719516_fuels-dens_2100_000.png
2,255,0.05,0,1,135415,18215,153630,images/run_eb7ab7c6-3fc1-4523-9865-92a71d37ebea_fuels-dens_2100_000.png
2,255,0.05,0,0,119559,0,119559,images/run_0477232e-2bc8-43e7-a6ab-368ecb45ac27_fuels-dens_2100_000.png
5,255,0.05,0,1,120619,14648,135267,images/run_4242714d-3fbe-4c7c-9e64-67a86792c149_fuels-dens_2100_000.png
5,255,0.05,0,1,135427,44994,180421,images/run_e51f0c5d-1367-487e-ace1-ba48349077b7_fuels-dens_2100_000.png
8,195,0.05,0,1,135427,51948,187375,images/run_a9495aaf-4300-4505-b1a4-f91b286c5e58_fuels-dens_2100_000.png
8,195,0.05,0,1,121249,48825,170074,images/run_edbc33e5-4de7-4e15-8a7c-8b1e323e2360_fuels-dens_2100_000.png
2,195,0.05,0,0,120642,4087,124729,images/run_cdcfb066-cdf4-42b9-8d4e-7f0dc145df0f_fuels-dens_2100_000.png
2,195,0.05,0,1,135425,17014,152439,images/run_5bbd2124-4f73-4d23-8f73-b69043832a6a_fuels-dens_2100_000.png
2,195,0.05,0,1,135388,13354,148742,images/run_71081eaf-d0de-43fd-a896-860eaa2aba78_fuels-dens_2100_000.png
2,225,0.05,0,1,120128,1740,121868,images/run_99718019-1491-44c5-bac5-a3f4ab72b456_fuels-dens_2100_000.png
2,180,0.05,0,0,135406,10938,146344,images/run_e4a2c59e-cf87-4272-a2fc-84a2c1347ddf_fuels-dens_2100_000.png
8,180,0.05,1,1,135426,48088,183514,images/run_9793d952-4099-46a9-b71b-a8886eae3e1d_fuels-dens_2100_000.png
3,180,0.05,0,1,135413,20691,156104,images/run_fe8888bd-e110-4d66-b33d-7c152259f9a8_fuels-dens_2100_000.png
2,225,0.05,0,0,135420,19678,155098,images/run_ef277141-3637-4610-852d-96464ca85df9_fuels-dens_2100_000.png
2,225,0.05,0,1,135273,10766,146039,images/run_b86d9989-e431-476a-b1f1-40df0cc4532f_fuels-dens_2100_000.png
2,240,0.05,0,1,119981,1460,121441,images/run_b4edcf32-e7ef-42c9-a1c0-1502be8c1cb8_fuels-dens_2100_000.png
2,240,0.05,0,1,135421,19460,154881,images/run_5334aa3f-033f-4dc7-91bc-1d2b82b6ae7a_fuels-dens_2100_000.png
2,240,0.05,0,1,135388,13778,149166,images/run_103cdd1e-d108-4f88-8b7e-fe840f21b85b_fuels-dens_2100_000.png
8,180,0.05,1,1,135426,51711,187137,images/run_6671ce14-f499-4722-8574-5ceaddaf5f3a_fuels-dens_2100_000.png
5,225,0.05,0,1,120884,33488,154372,images/run_dea6770b-a3cb-4013-ba49-be7ab68f1034_fuels-dens_2100_000.png
12,180,0.05,1,1,135415,49262,184677,images/run_110f2e20-b8ac-42f8-9ed2-e3723cbecdd5_fuels-dens_2100_000.png
12,180,0.05,1,1,120989,49402,170391,images/run_8cad5161-9e15-4493-8f9c-83cd79979904_fuels-dens_2100_000.png
2,195,0.05,0,1,120306,3750,124056,images/run_76c21f3f-9da5-4fa6-8995-fb882f880271_fuels-dens_2100_000.png
2,195,0.05,0,1,135427,16021,151448,images/run_2f79df5f-61f2-4006-a781-d9ea5c163ac5_fuels-dens_2100_000.png
2,195,0.05,0,1,135421,12984,148405,images/run_f593870f-dde7-4dca-a367-b19fe81f3994_fuels-dens_2100_000.png
5,195,0.05,0,1,135422,45375,180797,images/run_d568aa2d-6f7a-406a-92fb-9ac24064ebab_fuels-dens_2100_000.png
5,195,0.05,0,1,135424,50638,186062,images/run_549090ac-5f07-4f27-b4f0-a5bd921d71b2_fuels-dens_2100_000.png
5,195,0.05,0,1,120675,27829,148504,images/run_04c406e2-7a99-4ae5-99e4-d7449143f6d4_fuels-dens_2100_000.png
5,180,0.05,0,1,135427,39348,174775,images/run_1e967ac8-7bd8-4513-8a0d-1f4a21e59ef7_fuels-dens_2100_000.png
2,225,0.05,0,0,120060,1564,121624,images/run_0e029133-d031-43c0-ad85-3983315db7cf_fuels-dens_2100_000.png
2,225,0.05,0,1,135427,19789,155216,images/run_ca28486a-6bcb-4ea4-bb86-f35fd3ef98ba_fuels-dens_2100_000.png
2,225,0.05,0,1,135426,12544,147970,images/run_4473c5af-33bf-4e04-be3a-f9ab6465aa3c_fuels-dens_2100_000.png
5,180,0.05,0,1,135425,44927,180352,images/run_5c35f38d-ad5e-4c5c-a69e-6bd2914ec403_fuels-dens_2100_000.png
5,180,0.05,0,1,120795,19761,140556,images/run_c5ce2f2f-63dc-4a92-8db0-664289c9b094_fuels-dens_2100_000.png
3,255,0.05,0,1,135425,11338,146763,images/run_b728625e-04fe-44bb-9f7e-aa06267db457_fuels-dens_2100_000.png
3,255,0.05,0,1,135426,26787,162213,images/run_c9774089-891a-4544-a8d9-d3f48822de56_fuels-dens_2100_000.png
3,255,0.05,0,1,120159,5998,126157,images/run_a0796aec-b3a4-448d-8962-dd4f4f963580_fuels-dens_2100_000.png
2,240,0.05,0,0,119852,1631,121483,images/run_759cffb5-2d36-4147-947e-baa4256fa468_fuels-dens_2100_000.png
2,240,0.05,0,1,135426,19545,154971,images/run_52d268c0-8d3f-4b8d-abc9-e1bae7c483d4_fuels-dens_2100_000.png
3,180,0.05,0,1,120648,6781,127429,images/run_2ea18f87-4c83-4ae4-a151-81c8dcb898b6_fuels-dens_2100_000.png
3,195,0.05,0,1,120618,9356,129974,images/run_4af85152-40dd-48f1-a41d-e2824b461d73_fuels-dens_2100_000.png
3,195,0.05,0,1,135427,35095,170522,images/run_eecd2a65-3197-4853-9188-820454bd818f_fuels-dens_2100_000.png
3,195,0.05,0,1,135425,18496,153921,images/run_1a87ca2a-6118-435e-a109-a2adfcdb08f3_fuels-dens_2100_000.png
3,225,0.05,0,1,120292,4706,124998,images/run_550b3ea8-563c-4b1b-a139-116201242452_fuels-dens_2100_000.png
3,225,0.05,0,1,135424,37398,172822,images/run_adb85619-f691-4cc9-a6ec-0d16eb77d829_fuels-dens_2100_000.png
5,225,0.05,0,1,121018,34020,155038,images/run_ada2dfa8-eef1-44b3-8398-60f552303417_fuels-dens_2100_000.png
2,255,0.05,0,1,135412,10675,146087,images/run_01a23402-7463-4cfd-b4a8-2b7609d58071_fuels-dens_2100_000.png
2,255,0.05,0,1,119869,1339,121208,images/run_1ecf97bf-3f91-4de8-8276-19828a9b31d5_fuels-dens_2100_000.png
3,225,0.05,0,1,135427,19251,154678,images/run_f5299f0c-0695-42cc-8dcd-1436ff82eebe_fuels-dens_2100_000.png
3,240,0.05,0,1,120059,5999,126058,images/run_8d77872a-ecf9-4fb4-b6a9-0075fb501302_fuels-dens_2100_000.png
3,240,0.05,0,1,135426,35766,171192,images/run_8793ce89-4643-4f62-9b89-deb839d2713e_fuels-dens_2100_000.png
3,240,0.05,0,1,135425,19291,154716,images/run_f2fdec5d-b5b2-4bf6-bfb5-050c120f54ab_fuels-dens_2100_000.png
2,240,0.05,0,1,135424,12058,147482,images/run_1b24cb43-9504-43be-956f-505120870aa2_fuels-dens_2100_000.png
2,255,0.05,1,1,135426,17600,153026,images/run_39f1f8d5-e908-4f96-91cf-64d155a2f186_fuels-dens_2100_000.png
12,180,0.05,1,1,135415,51639,187054,images/run_57e51b66-9e66-4dfc-be59-3ddc4d4ae4fe_fuels-dens_2100_000.png
5,225,0.05,1,1,135421,48850,184271,images/run_391dc8a5-ebae-48c8-8ada-c04ff6079443_fuels-dens_2100_000.png
8,180,0.05,0,1,121050,33414,154464,images/run_26136ad9-63f5-485a-992c-38e66f1e635a_fuels-dens_2100_000.png
12,195,0.05,1,1,121317,50633,171950,images/run_a412b4f6-03e4-41b3-a8ee-f1f8494c8bc0_fuels-dens_2100_000.png
12,195,0.05,1,1,135425,52574,187999,images/run_54a040c6-65da-405f-a09f-38a865192180_fuels-dens_2100_000.png
12,195,0.05,1,1,135423,50366,185789,images/run_e48a79ba-b8b3-473a-90a2-0e622de9ddc8_fuels-dens_2100_000.png
8,255,0.05,0,1,135414,47158,182572,images/run_8c425acc-a22d-4d90-8fc6-f6a7f5bb558b_fuels-dens_2100_000.png
8,255,0.05,1,1,135420,48595,184015,images/run_6c4ff5ce-eb7e-49ec-9341-f5f9d89aab27_fuels-dens_2100_000.png
8,255,0.05,1,1,121082,39871,160953,images/run_4db89191-79fa-4e08-a842-004b7381431f_fuels-dens_2100_000.png
8,240,0.05,1,1,135420,48116,183536,images/run_99539356-35a2-402e-a048-9f4f2f3f384a_fuels-dens_2100_000.png
8,240,0.05,1,1,135417,51319,186736,images/run_f8fe2f6c-54bf-43e1-a220-052d95f7161f_fuels-dens_2100_000.png
12,225,0.05,1,1,121470,50730,172200,images/run_46493303-241d-4139-b4c1-18f6c72cb683_fuels-dens_2100_000.png
12,225,0.05,1,1,135421,52046,187467,images/run_3682627c-ba06-414b-a000-0464ee390b1d_fuels-dens_2100_000.png
12,225,0.05,1,1,135426,50888,186314,images/run_f1264518-0087-462c-9987-b77853008656_fuels-dens_2100_000.png
8,240,0.05,0,1,121233,48062,169295,images/run_d8428e41-5a32-4219-92cb-f4ded84c6e8d_fuels-dens_2100_000.png
8,225,0.05,1,1,135417,48107,183524,images/run_bf64ab09-1124-41dd-b788-9644c9e10358_fuels-dens_2100_000.png
8,225,0.05,1,1,135422,51954,187376,images/run_c46ddb36-f783-40f3-b078-a18609ac2882_fuels-dens_2100_000.png
12,240,0.05,1,1,121414,48569,169983,images/run_71e95e0d-2c17-425f-b256-1fa636341b41_fuels-dens_2100_000.png
12,240,0.05,1,1,135420,51569,186989,images/run_3aaf3961-60dd-4723-aaa8-b672d49c41f6_fuels-dens_2100_000.png
8,195,0.05,1,1,135421,49618,185039,images/run_3271683f-06f9-44b2-8fbf-1b77e3461a88_fuels-dens_2100_000.png
5,240,0.05,0,1,120897,31090,151987,images/run_3a63441b-ee36-43d8-8b2d-0e0497851bbb_fuels-dens_2100_000.png
2,180,0.05,0,1,135404,10839,146243,images/run_7a854189-05b9-4460-a6d6-a498b7d28171_fuels-dens_2100_000.png
2,180,0.05,0,1,135427,14431,149858,images/run_69daf27a-6343-4d3d-886e-a51ccf697db9_fuels-dens_2100_000.png
2,180,0.05,0,1,120529,1818,122347,images/run_a7b496a5-f11b-4546-a288-f5907557839d_fuels-dens_2100_000.png
5,240,0.05,1,1,135420,48907,184327,images/run_07d46add-71b8-4700-84ca-b48c4c1b7fd6_fuels-dens_2100_000.png
5,255,0.05,0,1,120748,16595,137343,images/run_2f6ce426-fa9f-42e3-9d0f-c9ca6d0eda41_fuels-dens_2100_000.png
5,225,0.05,1,1,135423,46957,182380,images/run_3e1efd4f-9391-4afe-ada1-955de886f518_fuels-dens_2100_000.png
5,255,0.05,1,1,135423,45317,180740,images/run_c7d64393-26c3-4231-a6db-c863382aac2a_fuels-dens_2100_000.png
12,255,0.05,1,1,135421,43178,178599,images/run_42a64ffa-2133-4a38-9a5b-e4a06f3459eb_fuels-dens_2100_000.png
12,255,0.05,1,1,121106,47891,168997,images/run_b33479a9-dec2-436a-acd5-65af833b8bc7_fuels-dens_2100_000.png
8,180,0.05,0,1,121044,40075,161119,images/run_f86fcafb-763e-4ad7-86be-fc2df3db2841_fuels-dens_2100_000.png
8,180,0.05,1,1,135414,51913,187327,images/run_911ffaca-8edc-4be9-99bd-f1809b7531b7_fuels-dens_2100_000.png
8,180,0.05,1,1,135415,48847,184262,images/run_b6d95ab7-8be7-42f7-a860-6aea07adbe5a_fuels-dens_2100_000.png
8,195,0.05,1,1,121073,47238,168311,images/run_08346a86-a2e7-48f7-bfdc-8bcb2ddb0625_fuels-dens_2100_000.png
5,255,0.05,0,1,135426,41176,176602,images/run_8fb5ee3f-be42-4750-85ce-02edbb54ead4_fuels-dens_2100_000.png
3,225,0.05,0,1,120326,6115,126441,images/run_5406ca4b-ed0d-43ed-8c54-58f738cc0d07_fuels-dens_2100_000.png
8,180,0.05,0,1,122077,31191,153268,images/run_de646778-2c81-4744-ba77-820d56d3cda1_fuels-dens_2100_000.png
3,240,0.05,0,1,119924,4541,124465,images/run_35900a02-1e3e-42a1-ae73-13718174f257_fuels-dens_2100_000.png
8,180,0.05,0,1,135416,51830,187246,images/run_b77f836a-97cf-464e-971c-9e5dbc8742d8_fuels-dens_2100_000.png
12,195,0.05,0,1,120896,50341,171237,images/run_ed88e8ab-ba7c-4ad2-a8d2-03ee04858e3e_fuels-dens_2100_000.png
12,195,0.05,1,1,135382,52975,188357,images/run_e9c948a8-680c-45b2-a162-98ebe9bf1ef8_fuels-dens_2100_000.png
12,195,0.05,1,1,135321,50048,185369,images/run_895a0942-6494-42e9-9eb2-fae03a75ccf2_fuels-dens_2100_000.png
3,225,0.05,0,1,120217,7196,127413,images/run_41043f8f-5261-4c5e-a848-e2750e14ca68_fuels-dens_2100_000.png
3,225,0.05,0,1,135427,16676,152103,images/run_86b88f50-1bae-4e7a-b503-6183c5073134_fuels-dens_2100_000.png
5,255,0.05,0,1,135420,39412,174832,images/run_6f5d6e2e-b6a5-4eb8-aa83-38b7e8b56395_fuels-dens_2100_000.png
5,255,0.05,0,1,135422,47595,183017,images/run_06007942-8dbd-4851-8728-2f3ba1520613_fuels-dens_2100_000.png
12,225,0.05,0,1,121247,50131,171378,images/run_42ce04f7-04d7-4abb-9c53-abad736485b4_fuels-dens_2100_000.png
12,225,0.05,1,1,135343,52022,187365,images/run_e8a9db20-e73e-4755-9643-bcfb1e450f95_fuels-dens_2100_000.png
8,180,0.05,1,1,135411,47820,183231,images/run_ff8ed838-9173-4660-b194-302b52019223_fuels-dens_2100_000.png
5,240,0.05,0,1,135422,45932,181354,images/run_a5ca3f93-afa3-4455-b2b8-8359b0daed5b_fuels-dens_2100_000.png
5,240,0.05,1,1,135422,48699,184121,images/run_875431e2-e622-4e4f-8dbe-07e457459387_fuels-dens_2100_000.png
5,240,0.05,0,1,120834,32339,153173,images/run_66b2c158-d090-4932-a2d9-661815b4d277_fuels-dens_2100_000.png
2,255,0.05,0,1,135423,11414,146837,images/run_a5574e60-6e1e-4d42-9d30-50c6a9c3c8a4_fuels-dens_2100_000.png
3,240,0.05,0,1,135427,34201,169628,images/run_40869bfd-14d5-47f7-8bc0-f47e4d390c68_fuels-dens_2100_000.png
3,240,0.05,0,1,135427,14832,150259,images/run_e48ebc64-083c-42d0-8244-d3925b7d3f55_fuels-dens_2100_000.png
2,225,0.05,0,1,135427,19867,155294,images/run_e25026d7-bec6-4f48-a71f-5938934fb00a_fuels-dens_2100_000.png
5,225,0.05,0,1,135393,45643,181036,images/run_7bfabe78-5fd5-4e7c-b7ea-71a0c4460ab5_fuels-dens_2100_000.png
5,225,0.05,1,1,135400,51648,187048,images/run_80ec6862-6a40-4142-a273-5a9a2ac686dd_fuels-dens_2100_000.png
5,225,0.05,0,1,121037,34304,155341,images/run_bdd59d1d-322f-42ed-9a7b-c0438840aad8_fuels-dens_2100_000.png
2,225,0.05,0,1,120143,3376,123519,images/run_004e4371-f3a9-42a3-9b0a-72299972116e_fuels-dens_2100_000.png
2,225,0.05,0,0,135427,14547,149974,images/run_168cb554-21b6-4179-895a-85a6d0caaa41_fuels-dens_2100_000.png
12,225,0.05,1,1,135337,51469,186806,images/run_195859a2-149a-4ea0-858b-94d8d5d7303b_fuels-dens_2100_000.png
2,240,0.05,0,1,119847,1137,120984,images/run_80033c9c-cd1d-4853-b3ce-d0017b3db7c6_fuels-dens_2100_000.png
8,195,0.05,1,1,120964,47536,168500,images/run_f238c486-077b-44ad-b0bd-b4fdd7cf146e_fuels-dens_2100_000.png
2,255,0.05,0,1,135425,14551,149976,images/run_9921a0f5-a927-4d6c-92a6-3a102bb2e3c7_fuels-dens_2100_000.png
2,255,0.05,0,1,119645,0,119645,images/run_5c1a63e4-3de4-4fbf-a52f-57748621218d_fuels-dens_2100_000.png
8,255,0.05,1,1,135417,48762,184179,images/run_428afd3f-d393-4748-a6ec-a212750d8271_fuels-dens_2100_000.png
8,255,0.05,1,1,135420,47392,182812,images/run_49e61f17-aec7-4da2-8f20-63df1391373c_fuels-dens_2100_000.png
8,240,0.05,1,1,135410,48181,183591,images/run_7d39ffec-6e70-4cd4-b250-34c314878685_fuels-dens_2100_000.png
8,240,0.05,1,1,135387,48859,184246,images/run_780c3399-87ad-4945-a1be-ccfe18bbc11d_fuels-dens_2100_000.png
8,240,0.05,1,1,121134,48360,169494,images/run_4f45f27f-1712-4c80-875c-f51949021047_fuels-dens_2100_000.png
3,180,0.05,0,1,121086,8185,129271,images/run_93d9ded8-0360-4e71-b288-3a62d85be3e6_fuels-dens_2100_000.png
3,180,0.05,0,1,135427,23541,158968,images/run_e28c8469-bd15-43ed-aa81-db7f8e85e0bd_fuels-dens_2100_000.png
3,180,0.05,0,1,135420,17982,153402,images/run_fd0dfd15-6abf-4ab1-a266-7f6b3068cc5c_fuels-dens_2100_000.png
2,240,0.05,0,1,135427,19161,154588,images/run_01176c66-ae94-4a5d-bc74-312a008a3491_fuels-dens_2100_000.png
8,225,0.05,1,1,135401,49711,185112,images/run_9098a521-3274-480f-a92f-715027a40d4c_fuels-dens_2100_000.png
8,225,0.05,1,1,121254,47852,169106,images/run_51909ccd-425c-4f7a-8cb8-b2917ec08f77_fuels-dens_2100_000.png
12,180,0.05,1,1,121039,48626,169665,images/run_b37fd7f8-f500-4515-beb5-de7292ec27b3_fuels-dens_2100_000.png
3,225,0.05,0,1,135424,35331,170755,images/run_20dfbd26-7d83-496a-93fa-dc1731308278_fuels-dens_2100_000.png
12,180,0.05,1,1,135400,51250,186650,images/run_bd66fd42-becc-4fb2-a51d-ec3bf0fe0264_fuels-dens_2100_000.png
12,180,0.05,1,1,135394,49431,184825,images/run_8e7e2a57-1c48-40e0-a621-e160450d736e_fuels-dens_2100_000.png
2,240,0.05,0,1,135426,9753,145179,images/run_be3faeff-2a9f-40f2-8c28-a51e8a7cc125_fuels-dens_2100_000.png
8,195,0.05,1,1,135405,49242,184647,images/run_931691c5-01cd-441e-adb2-fbf62fd78d38_fuels-dens_2100_000.png
8,195,0.05,1,1,135363,52136,187499,images/run_c1144aa8-57e7-416d-9b3e-791d5edfe964_fuels-dens_2100_000.png
3,195,0.05,0,1,120772,8314,129086,images/run_7593c4b8-83fe-4ec5-bb51-74792086a383_fuels-dens_2100_000.png
3,195,0.05,0,1,135427,33244,168671,images/run_08248509-9d32-4d58-9bca-58abc841daf5_fuels-dens_2100_000.png
8,225,0.05,1,1,135420,52010,187430,images/run_6b3c0fda-ba74-4f28-b298-f349e442a074_fuels-dens_2100_000.png
5,195,0.05,1,1,135403,44648,180051,images/run_bcce4b2d-1b0d-414f-a49f-dff9291090ef_fuels-dens_2100_000.png
8,255,0.05,1,1,120976,46211,167187,images/run_8ad4b06b-d192-421a-9acc-ed278ad5ab26_fuels-dens_2100_000.png
3,255,0.05,0,1,135427,25257,160684,images/run_5aaf4e36-74fc-4f27-a681-09e83d5e9a4e_fuels-dens_2100_000.png
5,195,0.05,0,1,135426,45020,180446,images/run_ee3f2f19-66a3-4ad9-9f54-e0f913ac396d_fuels-dens_2100_000.png
2,195,0.05,0,1,120768,5065,125833,images/run_ce1a4937-52c8-45a7-9662-96f13e5143a6_fuels-dens_2100_000.png
5,180,0.05,0,1,121265,20430,141695,images/run_22513dca-9887-490c-9e04-0ef0bc8cf96e_fuels-dens_2100_000.png
5,180,0.05,0,1,135426,44510,179936,images/run_18436fd6-f070-47a7-8bda-b18a614773c7_fuels-dens_2100_000.png
5,195,0.05,1,1,135426,50942,186368,images/run_d576304c-1eaa-47ff-bc7f-77471acd9a59_fuels-dens_2100_000.png
5,180,0.05,0,1,135426,29473,164899,images/run_05cd5769-48d4-45a2-912b-97e2bcf1b239_fuels-dens_2100_000.png
5,195,0.05,0,1,120876,23827,144703,images/run_7c118ff0-0a8d-48de-b319-2dbbb801808f_fuels-dens_2100_000.png
2,195,0.05,0,1,135427,12446,147873,images/run_db34d9b0-0788-4197-8694-66e324490e70_fuels-dens_2100_000.png
3,240,0.05,0,1,135415,31099,166514,images/run_4a180ac2-f91a-4fc6-a8c2-b4d529dcf921_fuels-dens_2100_000.png
3,240,0.05,0,1,135418,13353,148771,images/run_39afc5bb-2dcd-49ca-9c6a-c50a6f0c6e5a_fuels-dens_2100_000.png
3,255,0.05,0,1,119641,1667,121308,images/run_9af918a3-e414-47eb-9f1b-4784be48fa34_fuels-dens_2100_000.png
3,255,0.05,0,1,135417,28986,164403,images/run_f6f9eb4d-8729-4281-b561-69a830601ce3_fuels-dens_2100_000.png
3,255,0.05,0,1,119911,1830,121741,images/run_7480314b-11c0-4739-b328-62b1328b7772_fuels-dens_2100_000.png
12,255,0.05,1,1,121217,48382,169599,images/run_31b3e697-4f33-421c-9968-d51b84c727b4_fuels-dens_2100_000.png
12,255,0.05,1,1,135397,35665,171062,images/run_9dcd7677-3740-436e-8891-8a6f815b9bca_fuels-dens_2100_000.png
12,255,0.05,1,1,135354,48168,183522,images/run_9866b1d7-c21f-4a1f-a4d7-635cf51d9b22_fuels-dens_2100_000.png
3,255,0.05,0,1,135420,15568,150988,images/run_da7e06ba-4f3e-49a8-8afa-6a9f197d3091_fuels-dens_2100_000.png
5,180,0.05,0,1,121225,18028,139253,images/run_934d4c0d-2a82-42fb-940f-c7a47ec904b7_fuels-dens_2100_000.png
2,195,0.05,0,1,135427,16983,152410,images/run_b805b741-51b7-4934-bb5e-caedc949a378_fuels-dens_2100_000.png
